Smiles,IC50_nM
CN(C)[C@H]1CC[C@H](Nc2ncnc3ccc(Br)cc23)CC1,10.0
COc1cccc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)n1,10.0
CC(C)Nc1cc(N2CCc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,9.9
CNC(=O)c1cnc(Nc2ccc(F)cc2)cc1N[C@@H](c1ccccc1)[C@H](O)CO,10.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1Nc1ccc(-n2ccnc2)cc1,10.1
CC(C)Nc1cc(-n2ccc3cc(C#N)ccc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)CC1,10.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CCN(c2ncc(F)cn2)C1,10.3
O=C(Nc1cc2oc(N3CCOCC3)nc2nc1N1CCCCC1)c1cccc(-c2cn[nH]c2)n1,10.3
CC(C)(C)OC(=O)N1CC(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,10.3
COC(=O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,10.3
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1COC1,10.3
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@H](F)C(C)(C)O,10.4
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC(F)(F)C(C)(C)O,10.5
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)C4CCOC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,10.5
CCNc1cc(-n2ncc3cnc(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,10.7
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1cnn(CC(C)(C)O)c1,10.7
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCC(C)(C)N1CCOCC1,10.7
CC1COCCN1CCNc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,10.8
CC(C)(O)c1cc2nn(C3CNC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,10.6
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(O)(C1CC1)C1CC1,10.7
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1cnn(C2COC2)c1,10.6
CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(-c5nnc[nH]5)ccc4n3)cn2)CC1,11.0
CS(=O)(=O)c1ccc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)c(Cl)c1,11.0
CC(C)CC(O)[C@H](C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,10.9
CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C4CC4)c23)CC1,11.0
O=c1[nH]c(N2CCN(c3ccc4c(c3)OCO4)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,11.0
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3[nH]ccc23)[C@H]2C=C[C@@H]1C2,11.0
O=c1[nH]c(N2CCCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,11.0
Cn1cc(-c2cccc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CCCCC3)n2)cn1,11.0
OC[C@H]1C[C@@H](Nc2nc(Nc3cccnc3)ncc2-c2nc3cnccc3s2)[C@H](O)[C@@H]1O,11.0
CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCC[C@@H](O)C1,11.0
O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,11.0
Cc1cc(Nc2ncc(-c3nc(-c4ccccc4)cs3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,11.0
O=c1[nH]c(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,11.0
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,11.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(N2CCc3cc(C#N)cnc32)cc1NC1CC1,10.9
O=C(Nc1cc2cccnc2cc1O[C@H]1CC[C@H](O)CC1)c1csc2cncnc12,11.0
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC1C=CCC1,11.1
CC(C)NC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,11.2
CC(C)(O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1COC1,11.2
Cc1nnc(-c2ccc(Nc3cc(-n4ncc5cc(C#N)cnc54)ncc3C(=O)NC[C@@H](F)C(C)(C)O)cc2)s1,11.4
CCCNC(=O)c1cnc(-n2ncc3cc(C#N)c(N)nc32)cc1NC(C)C,11.4
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(C(C)(C)O)cn1,11.6
CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)ccc43)cc2NC(C)C)CC1,11.6
CC(F)(CO)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,11.8
CC(C)Nc1cc(-n2ccc3cc(Cl)ccc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,11.8
O=c1[nH]c(N2CCC(n3ccnn3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,11.8
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCNC4)nc23)c(C(F)(F)F)n1,12.0
CN(C)c1cccc(Nc2ncc(-c3nc4cnccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)c1,12.0
CC(=O)N1CCC(n2cc(Nc3nc(NC4CCOCC4)c4nc(CC#N)ccc4n3)cn2)CC1,12.0
CN1CCN(c2cc(F)cc(Nc3nc(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c4sccc4n3)c2)CC1,12.0
NCC1CCN(c2cc3ncccc3cc2NC(=O)c2csc3cncnc23)CC1,12.0
O=c1[nH]c(N2CCN(c3nccs3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,12.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCC(F)(F)F,11.9
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,12.0
Cc1cc(Nc2ncc(-c3nc4ccncc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,12.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC12CC3CC(CC(C3)C1)C2,12.0
O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cnccc2s1,12.0
CC(C)Nc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NCCN1CCOCC1,12.0
O=C(Nc1cc2cccnc2cc1N1CCCCC1)c1csc2cncnc12,12.0
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(Cl)n1,12.0
O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1csc(-n2cccc2)n1,12.0
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,12.0
CCCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C,12.0
COC[C@@H]1CC(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12,12.1
CN(C)[C@H]1CC[C@H](Nc2ncnc3ccc(C4CC4)cc23)CC1,12.0
O=c1[nH]c(N2CCC(c3ccccn3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,12.1
OC[C@H]1C[C@@H](Nc2nc(Nc3cncnc3)ncc2-c2nc3cnccc3s2)[C@H](O)[C@@H]1O,12.0
O=c1[nH]c(N2CCC3(CCN(c4ncccn4)C3)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,12.0
CCNC(=O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,12.4
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1CCOCC1,12.5
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1NC1COC1,12.6
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(C#N)cnc32)cc1NC1COC1,12.6
O=c1[nH]c(N2CCC(c3cnccn3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,12.5
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@](C)(O)CC1,12.6
Cn1cc(NC(=O)c2cnc3ccc(N[C@@H]4CCCNC4)nn23)c(C(N)=O)n1,12.5
CNC(=O)c1cnc(Nc2ccc(OC)c(F)c2)cc1N[C@@H](c1ccccc1)[C@H](O)CO,13.0
CCc1c[nH]c2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12,13.0
CC(C)[C@@H](CO)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.0
COc1ccccc1C1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)CC1,13.0
Cc1cc(-c2ccc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)o2)ccn1,13.0
CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(C(=O)N(C)C)ccc4n3)cn2)CC1,13.0
CC(=O)N1CCC2(CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)C2)C1,13.0
O=c1[nH]c(N2CC[C@H](F)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,13.0
CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCCC1,13.0
N#Cc1cccc(-c2cnc(Nc3cccc(C(=O)N4CCCC4)c3)nc2N[C@H]2[C@@H](C(N)=O)[C@@H]3C=C[C@H]2C3)c1,13.0
CNC(=O)c1cnc(Nc2ccc3c(cnn3C)c2)cc1N[C@@H](c1ccccc1)[C@H](O)CO,13.0
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nc23)c(C(F)F)n1,13.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC(C)(F)F,13.0
CC(C)N1CCC(c2cc(NC(=O)c3cnn4cccnc34)n(-c3ccc(C4CC4)cc3F)n2)CC1,13.0
O=c1[nH]c(N2CC[C@@H](CO)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,13.0
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCc2nc(N)sc2C1,13.1
CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC2CC2)CC1,13.3
O=c1[nH]c(N2CCC(c3cccnc3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,13.3
CCN(CC)C(=O)NCc1cnc2c(ccn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,13.2
CC(C)Nc1cc(-n2ccc(-c3ccnnc3)n2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.1
CO[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC2COC2)CC1,13.4
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NCC1CC1C(C)(C)O,13.5
Cc1cnc2c(cnn2-c2cc(NC(C)C)c(C(=O)N[C@H]3CC[C@H](C(C)(C)O)CC3)cn2)c1,13.6
CC(C)(F)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(C#N)cnc32)cc1NC1COC1,13.5
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(=O)N[C@@H](C)CO,13.4
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)C4CC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.5
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC(F)=C1CCOCC1,13.4
CC(C)(O)CNc1cc(-n2ccc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.6
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)OC(F)F,13.7
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@@H]1CCNC1,13.9
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCCNC(=O)OC(C)(C)C(F)(F)F,13.8
O=c1[nH]c(N2CCCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2c(C3CC3)nccc2s1,14.0
CC(C)Nc1cc(-n2ncc3cc(C(F)F)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,14.2
Cc1cc(Nc2cc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)cn2)cc(C)n1,14.0
CCc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1,14.0
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)cn1,14.0
O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CNCC[C@@H]2F)c1-c1nc2ccccc2s1,14.0
CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cncnc43)cc2NC(C)C)CC1,14.2
CS(=O)(=O)c1cc(F)ccc1N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,14.0
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCOCC4)c3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,14.0
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC4CCOCC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,14.0
COc1ccc(OC)c(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)c1,14.0
CC(C)(CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)OC(F)F,14.2
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(C(=O)N4CCOCC4)cc3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,14.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC(=O)N1CCOCC1,14.4
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CN(c2ncc(Cl)cn2)C1,14.4
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC12CCC(O)(CC1)C2,14.8
CNS(=O)(=O)N1CCC(NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1,14.7
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCCc1ncn[nH]1,14.8
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(=O)N1CCOCC1,14.7
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCNS(C)(=O)=O,14.9
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)OP(=O)(O)O,14.7
CC(C)(O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCOCC1,14.8
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCC(F)F,15.3
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCC(F)C4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,15.0
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc3ccoc23)[C@H]2C=C[C@@H]1C2,15.0
O=c1[nH]c(N2CC[C@H](CO)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,15.0
N#CCc1ccc2nc(Nc3cnn(C4CCOCC4)c3)nc(NC3CCOCC3)c2n1,15.0
CN1CC2(CC(n3cc(Nc4nc(NC5(C)CC5)c5c(=O)n(-c6cn(C)nn6)ccc5n4)cn3)C2)C1,15.0
Cc1nonc1N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,15.0
COc1ccc2ncn(-c3cccc(NC4CCNCC4)n3)c2c1,15.0
O=C(Nc1cc2cccnc2cc1O[C@@H]1CC[C@@H](O)C1)c1csc2cncnc12,15.0
N#Cc1ccc2ncnc(N[C@H]3CC[C@H](N4CCCC4)CC3)c2c1,15.0
CC(C)Nc1cc(-n2cnc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,15.1
Cc1ncncc1-c1nc2c(OC3(C)CC3)nc(Nc3cnn(C4CCN(C)CC4)c3)nc2cc1F,15.0
CCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C,15.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCc1cocn1,15.2
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC1CCS(=O)(=O)C1,15.3
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(O)cn1,15.5
CC(C)c1ccn2ncnc(N[C@H]3CC[C@H](N4CCOCC4)CC3)c12,15.49
CC(C)C(O)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,15.6
CN1C[C@H]2C[C@@H]1C[C@@H]2n1cc(Nc2nc(NC3(C)CC3)c3c(=O)n(C)ccc3n2)cn1,16.0
COc1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2c1,16.0
CC(C)c1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2c1,16.0
CCOP(=O)(CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C)OCC,16.0
CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C4CCCOC4)c23)CC1,16.0
CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2N[C@@H](C)CF)CC1,16.0
NCCNc1cccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc12,16.0
CCn1cc(NC(=O)c2coc(-c3ccnc(C)c3)n2)c(C(N)=O)n1.Cl,16.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1cnn(C2CCOCC2)c1,15.9
NCCNc1cccc2nc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)sc12,16.0
O=c1[nH]c(N2CCN(c3ccccc3F)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,16.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(c2ncccn2)CC1,15.7
O=c1[nH]c(N2CCC(c3ccccc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,16.0
Nc1ncc(-c2nc3ccncc3s2)c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)n1,16.0
Cc1cc(-c2nc(C(=O)Nc3cn(C)nc3C(N)=O)co2)ccn1.Cl,16.0
CC(CNc1cc(-n2ncc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)N1CCOCC1,15.7
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@@H]1CCCN(S(C)(=O)=O)C1,15.7
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCCN1CCOCC1,16.3
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCCOC(F)F,16.6
CCN(CC)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,16.7
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1CCCOC1,16.6
CC(C)(O)[C@H](F)CNC(=O)c1cnc(N2CCc3cc(C#N)cnc32)cc1NC1COC1,16.8
COc1cc(N2CCOCC2)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1,17.0
CC(C)CC(=O)NCc1cnc2c(cnn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,16.9
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3cn[nH]c23)[C@H]2C=C[C@@H]1C2,17.0
CCc1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2c1,17.0
Cc1ccccc1C1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)CC1,17.0
O=c1[nH]c(N2CC[C@@H](O)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,17.0
NC(=O)[C@H]1CCC[C@H]1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)nc2ccsc12,17.0
O=c1[nH]c(N2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,17.0
COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C5(C#N)CC5)nc34)CC2)CC1,17.0
CN1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,17.0
CC(C)(C)NC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,17.0
O=c1[nH]c(N2CC(F)[C@@H](F)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,17.0
CC(=O)N1CCC(n2cc(NC(=O)c3coc(-c4ccnc(C)c4)n3)c(C(N)=O)n2)CC1.Cl,17.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NCC1CCOCC1,17.4
Cn1cc(NC(=O)c2cnc3ccc(NCCN)nn23)c(C(F)F)n1,17.5
CC(C)C(O)CNc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,17.5
Cn1nccc1Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,17.5
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)N[C@H](C)C1CC1,17.3
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCc1nn[nH]n1,17.2
CS(=O)(=O)C1CN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)C1,17.9
COc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,18.0
CN1CCN(c2cc(F)cc(Nc3ncc(-c4cccc(F)c4)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)c2)CC1,18.0
O=c1[nH]c(N2CCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,18.0
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc3ncsc23)[C@H]2C=C[C@@H]1C2,18.0
COCCn1cc(NC(=O)c2coc(-c3ccnc(C)c3)n2)c(C(N)=O)n1,18.0
Cc1cc(-c2nc(C(=O)Nc3cn(C4CCN(C)CC4)nc3C(N)=O)co2)ccn1.Cl.Cl,18.0
OC[C@H]1C[C@@H](Nc2nc(Nc3cccnc3)ncc2-c2nc3ccncc3s2)[C@H](O)[C@@H]1O,18.0
O=c1[nH]c(N2CC(O)(C(F)(F)F)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,18.0
O=C(Nc1cc(Cl)ccc1N1CCC(CO)CC1)c1cnn2cc(O)cnc12,18.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(S(=O)(=O)NC(C)C)CC1,18.4
Cc1ccc(CNc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,18.4
CC(C)Nc1cc(-n2ncc3cnc(NC[C@@H](F)C(C)(C)O)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,18.5
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(C(=O)C(C)C)CC1,18.6
NC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1,19.0
O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,19.0
NC(=O)c1ccccc1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)nc2ccsc12,19.0
Cc1ccc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2c1,19.0
CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)c1ccccc1,19.0
NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)ncc2-c2ccc(F)cc2)[C@H]2C=C[C@@H]1C2,19.0
O=c1[nH]c(NC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1ccc2ccccc2n1,19.0
c1cc(N[C@H]2CCCNC2)nc(-c2cnc3ccccn23)c1,19.0
O=c1[nH]c(N2CCC(c3ccncc3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,19.0
CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NC[C@@H](C)C(C)(C)O,19.0
CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cn(C)nn5)ccc4n3)cn2)CC1,19.0
O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cc(Br)ccc2s1,19.0
